default;type;cat1;cat2;cat3;animid;caption;posename;emotional state;status
1;90;misc idle animations;monsters;harpy;monster_harpy_idle;monster harpy idle;;;
1;90;misc idle animations;monsters;lessun;monster_lessun_idle1;monster lessun idle1;;;
;90;misc idle animations;monsters;lessun;monster_lessun_idle2;monster lessun idle2;;;
;90;misc idle animations;monsters;lessun;monster_lessun_idle3;monster lessun idle3;;;
;90;misc idle animations;monsters;lessun;monster_lessun_idle4;monster lessun idle4;;;
;90;misc idle animations;monsters;nekker;c_burning_idle;c burning idle;;;
;90;misc idle animations;monsters;nekker;c_cage_idle;c cage idle;;;
1;90;misc idle animations;monsters;nekker;c_idle;c idle;;;
1;90;misc idle animations;monsters;noonwraith;idle_no_arm_shake_cine;idle no arm shake cine;;;
;90;misc idle animations;monsters;noonwraith;special_spin_idle_01;special spin idle 01;;;
;90;misc idle animations;monsters;noonwraith;special_spin_idle_02;special spin idle 02;;;
;90;misc idle animations;monsters;siren;monster_siren_fly_idle;monster siren fly idle;;;
;90;misc idle animations;monsters;siren;monster_siren_fly_idle_01;monster siren fly idle 01;;;
;90;misc idle animations;monsters;siren;monster_siren_fly_idle_02;monster siren fly idle 02;;;
1;90;misc idle animations;monsters;siren;monster_siren_ground_idle;monster siren ground idle;;;
;90;misc idle animations;monsters;siren;monster_siren_ground_idle_wings_shake;monster siren ground idle wings shake;;;
;90;misc idle animations;monsters;siren;monster_siren_knockdown_idle_start_hit;monster siren knockdown idle start hit;;;
;90;misc idle animations;monsters;siren;monster_siren_underwater_idle;monster siren underwater idle;;;
;90;misc idle animations;monsters;;fogling_mistform_idle;fogling mistform idle;;;
;90;misc idle animations;monsters;;frost_summon_idle;frost summon idle;;;
1;90;misc idle animations;monsters;;idle;idle;;;
1;90;misc idle animations;monsters;;idle_01;idle 01;;;
1;90;misc idle animations;monsters;;idle_02;idle 02;;;
1;90;misc idle animations;monsters;;idle_03;idle 03;;;
1;90;misc idle animations;monsters;;lessog_trophy_lying_idle;lessog trophy lying idle;;;
1;95;misc idle animations;monsters;;monster_archas_idle;monster archas idle;;;
1;90;misc idle animations;monsters;;monster_bies_idle_1;monster bies idle 1;;;
1;91;misc idle animations;monsters;;monster_werewolf_idle;monster werewolf idle;;;
1;90;misc idle animations;monsters;;monster_wraith_idle;monster wraith idle;;;
1;90;misc idle animations;monsters;;monster_wyvern_idle;monster wyvern idle;;;
1;;misc idle animations;sorceress;;woman_sorceress_idle_lp_01;woman sorceress idle lp 01;;;
;;misc idle animations;sorceress;;woman_sorceress_idle_lp_02;woman sorceress idle lp 02;;;
;;misc idle animations;sorceress;;woman_sorceress_idle_rp_01;woman sorceress idle rp 01;;;
;;misc idle animations;sorceress;;woman_sorceress_idle_rp_02;woman sorceress idle rp 02;;;
;31;misc idle animations;wildhunt;;attack_idle_backhandturn_forward;attack idle backhandturn forward;;;
;31;misc idle animations;wildhunt;;attack_idle_forward;attack idle forward;;;
;31;misc idle animations;wildhunt;;guard_idle;guard idle;;;
;31;misc idle animations;wildhunt;;idle_angry_01;idle angry 01;;;
;31;misc idle animations;wildhunt;;idle_calm_01;idle calm 01;;;
;31;misc idle animations;wildhunt;;idle_ready;idle ready;;;
;31;misc idle animations;wildhunt;;idle_relaxed;idle relaxed;;;
;31;misc idle animations;wildhunt;;shieldbreak_idle;shieldbreak idle;;;
;31;misc idle animations;wildhunt;;shieldbreak_idle_hit;shieldbreak idle hit;;;
;31;misc idle animations;wildhunt;;shieldup_idle_arm_additive;shieldup idle arm additive;;;
;31;misc idle animations;wildhunt;;shieldup_idle_fullbody_additive;shieldup idle fullbody additive;;;
;31;misc idle animations;wildhunt;;stuck_idle;stuck idle;;;
;31;misc idle animations;wildhunt;;turtle_idle;turtle idle;;;
;31;misc idle animations;wildhunt;;weak_idle_arm;weak idle arm;;;
;31;misc idle animations;wildhunt;;weak_idle_mid_step_back;weak idle mid step back;;;
;31;misc idle animations;wildhunt;;weak_idle_recover_01;weak idle recover 01;;;
;31;misc idle animations;wildhunt;;weak_idle_recover_02;weak idle recover 02;;;
;31;misc idle animations;wildhunt;;weak_idle_recover_03;weak idle recover 03;;;
;31;misc idle animations;wildhunt;;weak_idle_shoulder;weak idle shoulder;;;
;0;misc idle animations;woman;cowering;woman_cowering01_idle01;woman cowering01 idle01;;;
;0;misc idle animations;woman;cowering;woman_cowering01_idle02;woman cowering01 idle02;;;
;0;misc idle animations;woman;cowering;woman_cowering01_idle03;woman cowering01 idle03;;;
;0;misc idle animations;woman;cowering;woman_cowering02_idle;woman cowering02 idle;;;
;;misc idle animations;woman;skating;ice_skating_jump_idle_animated;ice skating jump idle animated;;;
;;misc idle animations;woman;swimming;swim_diving_idle_lookat_horizontal;swim diving idle lookat horizontal;;;
;;misc idle animations;woman;swimming;swim_diving_idle_lookat_vertical;swim diving idle lookat vertical;;;
;;misc idle animations;woman;swimming;swim_idle_lookat_horizontal;swim idle lookat horizontal;;;
;;misc idle animations;woman;swimming;swim_idle_lookat_vertical;swim idle lookat vertical;;;
;0;misc idle animations;woman;work;woman_work_broom_idle;woman work broom idle;;;
;0;misc idle animations;woman;work;woman_work_broom_idle_recompress;woman work broom idle recompress;;;
;0;misc idle animations;woman;work;woman_work_low_sitting_devastated_idle1;woman work low sitting devastated idle1;;;
;0;misc idle animations;woman;work;woman_work_low_sitting_devastated_idle2;woman work low sitting devastated idle2;;;
;0;misc idle animations;woman;work;woman_work_mug_idle;woman work mug idle;;;
;0;misc idle animations;woman;work;woman_work_waitress_idle;woman work waitress idle;;;
;0;misc idle animations;woman;work;work_stand_drink_idle;work stand drink idle;;;
;0;misc idle animations;woman;;woman_ciri_snowball_idle;woman ciri snowball idle;;;
;0;misc idle animations;woman;;woman_ciri_teleport_from_idle;woman ciri teleport from idle;;;
;0;misc idle animations;woman;;woman_idle_handcuffed;woman idle handcuffed;;;
;0;misc idle animations;;;alert_idle_left_critical_state_override;alert idle left critical state override;;;
;0;misc idle animations;;;alert_idle_left_poison_state_override;alert idle left poison state override;;;
;0;misc idle animations;;;alert_idle_right_critical_state_override;alert idle right critical state override;;;
;0;misc idle animations;;;alert_idle_right_poison_state_override;alert idle right poison state override;;;
1;94;misc idle animations;;;baron_miscreant_idle;baron miscreant idle;;;
;;misc idle animations;;;barrel_explode_idle;barrel explode idle;;;
;;misc idle animations;;;ex_idle;ex idle;;;
;;misc idle animations;;;ex_idle1;ex idle1;;;
;;misc idle animations;;;gabriel_idle;gabriel idle;;;
;;misc idle animations;;;ice_skating_idle;ice skating idle;;;
;;misc idle animations;;;idle_critical_state_override;idle critical state override;;;
;;misc idle animations;;;idle_poison_state_override;idle poison state override;;;
;;misc idle animations;;;idle02_critical_state_override;idle02 critical state override;;;
;;misc idle animations;;;idle02_poison_state_override;idle02 poison state override;;;
;0;misc idle animations;;;inventory_crossbow_idle;inventory crossbow idle;;;
;0;misc idle animations;;;inventory_noequipment_idle;inventory noequipment idle;;;
;0;misc idle animations;;;inventory_sword_idle;inventory sword idle;;;
1;0;misc idle animations;;;man_big_ex_idle;man big ex idle;;;
;0;misc idle animations;;;man_ex_idle;man ex idle;;;
;0;misc idle animations;;;man_geralt_carry_censerlamp_idle_override_lh;man geralt carry censerlamp idle override lh;;;
;0;misc idle animations;;;man_geralt_carry_censerlamp_idle_strong_override_lh;man geralt carry censerlamp idle strong override lh;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body1;man geralt ex idle additive body1;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body2;man geralt ex idle additive body2;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body3;man geralt ex idle additive body3;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body4;man geralt ex idle additive body4;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body5;man geralt ex idle additive body5;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body6;man geralt ex idle additive body6;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_body7;man geralt ex idle additive body7;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_head1;man geralt ex idle additive head1;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_head2;man geralt ex idle additive head2;;;
;0;misc idle animations;;;man_geralt_ex_idle_additive_head3;man geralt ex idle additive head3;;;
;0;misc idle animations;;;man_quest_broken_leg_idle_01;man quest broken leg idle 01;;;
;0;misc idle animations;;;man_quest_broken_leg_idle_02;man quest broken leg idle 02;;;
;0;misc idle animations;;;man_quest_cave_cage_idle;man quest cave cage idle;;;
;0;misc idle animations;;;man_quest_sew_sails_idle;man quest sew sails idle;;;
;0;misc idle animations;;;menu_idle_v1;menu idle v1;;;
;0;misc idle animations;;;menu_idle_v2;menu idle v2;;;
;0;misc idle animations;;;menu_idle_v3;menu idle v3;;;
;0;misc idle animations;;;menu_idle_v4;menu idle v4;;;
;0;misc idle animations;;;pouch_low_lying_underground_aggressive_idle;pouch low lying underground aggressive idle;;;
;0;misc idle animations;;;q111_geralt_sitting_cliff_idle;q111 geralt sitting cliff idle;;;
;0;misc idle animations;;;quest_low_lying_down_devastated_idle;quest low lying down devastated idle;;;
;0;misc idle animations;;;work_crossbow_aim_01_idle;work crossbow aim 01 idle;;;
;60;misc loop animations;animals;bear;bear_burning_loop;bear burning loop;;;
;60;misc loop animations;animals;bear;bear_cleaning_himself_loop;bear cleaning himself loop;;;
;60;misc loop animations;animals;bear;bear_confusion_loop;bear confusion loop;;;
;60;misc loop animations;animals;bear;bear_eating_loop;bear eating loop;;;
;60;misc loop animations;animals;bear;bear_sleeping_loop;bear sleeping loop;;;
;60;misc loop animations;animals;wolf;wolf_additive_taunt_loop_tail;wolf additive taunt loop tail;;;
;60;misc loop animations;animals;wolf;wolf_burning_loop;wolf burning loop;;;
;60;misc loop animations;animals;wolf;wolf_cleaning_itself_loop;wolf cleaning itself loop;;;
;60;misc loop animations;animals;wolf;wolf_confusion_loop;wolf confusion loop;;;
;60;misc loop animations;animals;wolf;wolf_eating_loop;wolf eating loop;;;
;60;misc loop animations;animals;wolf;wolf_howling_loop;wolf howling loop;;;
;60;misc loop animations;animals;wolf;wolf_knockdown_loop;wolf knockdown loop;;;
;60;misc loop animations;animals;wolf;wolf_on_floor_loop;wolf on floor loop;;;
;60;misc loop animations;animals;wolf;wolf_sitting_loop;wolf sitting loop;;;
;60;misc loop animations;animals;wolf;wolf_sleeping_loop;wolf sleeping loop;;;
;60;misc loop animations;animals;wolf;wolf_sniffing_loop;wolf sniffing loop;;;
;60;misc loop animations;animals;wolf;wolf_taunt_loop;wolf taunt loop;;;
;60;misc loop animations;animals;;boid_eating_loop;boid eating loop;;;
;60;misc loop animations;animals;;cleaning_loop;cleaning loop;;;
;60;misc loop animations;animals;;eating_loop;eating loop;;;
;60;misc loop animations;animals;;lying_loop;lying loop;;;
;60;misc loop animations;animals;;sitting_loop;sitting loop;;;
;60;misc loop animations;animals;;sniffing_loop;sniffing loop;;;
;;misc loop animations;child;fishing;kids_sit_fishing_loop_01;kids sit fishing loop 01;;;
;;misc loop animations;child;fishing;kids_sit_fishing_loop_02;kids sit fishing loop 02;;;
;;misc loop animations;child;fishing;kids_sit_fishing_loop_03;kids sit fishing loop 03;;;
;;misc loop animations;child;fishing;kids_sit_fishing_loop_04;kids sit fishing loop 04;;;
;;misc loop animations;child;playing;chid_play_stick_loop_1;chid play stick loop 1;;;
;;misc loop animations;child;playing;chid_play_stick_loop_2;chid play stick loop 2;;;
;;misc loop animations;child;playing;chid_play_stick_loop_3;chid play stick loop 3;;;
;;misc loop animations;child;playing;chid_play_stick_loop_4;chid play stick loop 4;;;
;;misc loop animations;child;playing;child_hide_and_seek_loop;child hide and seek loop;;;
;;misc loop animations;child;playing;child_play_doll_loop_1;child play doll loop 1;;;
;;misc loop animations;child;playing;child_play_doll_loop_2;child play doll loop 2;;;
;;misc loop animations;child;playing;child_play_doll_loop_3;child play doll loop 3;;;
;;misc loop animations;child;playing;child_play_doll_loop_4;child play doll loop 4;;;
;;misc loop animations;child;playing;child_play_doll_loop_5;child play doll loop 5;;;
;;misc loop animations;child;playing;child_playing_puddle_loop_01;child playing puddle loop 01;;;
;;misc loop animations;child;sitting;child_sit_on_ground_loop;child sit on ground loop;;;
;;misc loop animations;child;sitting;child_sitting_loop_01;child sitting loop 01;;;
;;misc loop animations;child;sitting;child_sitting_loop_02;child sitting loop 02;;;
;;misc loop animations;child;sitting;child_sitting_loop_03;child sitting loop 03;;;
;;misc loop animations;child;sitting;q103_child girl sitting_on_tree_loop_01;q103 child girl sitting on tree loop 01;;;
;;misc loop animations;child;sitting;q103_child girl sitting_on_tree_loop_02;q103 child girl sitting on tree loop 02;;;
;;misc loop animations;child;sitting;q103_child girl sitting_on_tree_loop_03;q103 child girl sitting on tree loop 03;;;
;;misc loop animations;child;sitting;q103_child girl sitting_on_tree_loop_04;q103 child girl sitting on tree loop 04;;;
;;misc loop animations;child;sitting;q304_child_in_school_sitting_on_chair_loop_01;q304 child in school sitting on chair loop 01;;;
;;misc loop animations;child;sitting;q304_child_in_school_sitting_on_chair_loop_02;q304 child in school sitting on chair loop 02;;;
;;misc loop animations;child;sitting;q304_child_in_school_sitting_on_chair_loop_03;q304 child in school sitting on chair loop 03;;;
;;misc loop animations;child;sitting;q304_child_in_school_sitting_on_floor_loop_01;q304 child in school sitting on floor loop 01;;;
;;misc loop animations;child;sitting;q304_child_in_school_sitting_on_floor_loop_02;q304 child in school sitting on floor loop 02;;;
;;misc loop animations;child;sleeping;child_sleeping_l_sleepy_loop;child sleeping l sleepy loop;;;
;;misc loop animations;child;sleeping;child_sleeping_on_ground_loop_1;child sleeping on ground loop 1;;;
;;misc loop animations;child;sleeping;child_sleeping_on_ground_loop_2;child sleeping on ground loop 2;;;
;;misc loop animations;child;sleeping;child_sleeping_r_sleepy_loop;child sleeping r sleepy loop;;;
;;misc loop animations;child;;child_crouching_scared_loop;child crouching scared loop;;;
;;misc loop animations;child;;child_inspect_loop;child inspect loop;;;
;;misc loop animations;child;;child_kneel_mwd_search_ground_jt_loop_01;child kneel mwd search ground jt loop 01;;;
;;misc loop animations;child;;child_kneel_mwd_search_ground_jt_loop_02;child kneel mwd search ground jt loop 02;;;
;;misc loop animations;child;;child_kneel_mwd_search_ground_jt_loop_03;child kneel mwd search ground jt loop 03;;;
;;misc loop animations;child;;child_kneel_mwd_search_ground_jt_loop_04;child kneel mwd search ground jt loop 04;;;
;;misc loop animations;child;;child_pointing_at_sth_loop;child pointing at sth loop;;;
;;misc loop animations;child;;godling_pissing_in_barrel_loop;godling pissing in barrel loop;;;
;;misc loop animations;dwarf;scared;man_ex_scared_loop_1;man ex scared loop 1;;;
;;misc loop animations;dwarf;scared;man_ex_scared_loop_2;man ex scared loop 2;;;
;;misc loop animations;dwarf;scared;scared_loop_1;scared loop 1;;;
;;misc loop animations;dwarf;scared;scared_loop_2;scared loop 2;;;
;;misc loop animations;dwarf;scared;scared_sit_left_loop_1;scared sit left loop 1;;;
